ID,CITY,COUN,SUBJ,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,WHEN,LONG,INTS,ERGO,TROPHO,TEMPER,EXPRES,MOVE,EXP1,EXP2,EXP10,PARAL,CON,EXPC,PLEA,PLAN,FAIR,CAUS,COPING,MORL,SELF,RELA,VERBAL,NEUTRO,Field1,Field3,Field2,MYKEY,SIT,STATE,",,,,,,,,,"
11002,1,1,2,2,23,0,0,7,5,2,7,2,2,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,0,2,0,0,guilt,2,2,110027,When my uncle and my neighbour came home under police escort.,1,",,,,,,,,,"
11003,1,1,3,2,22,8,2,4,6,2,1,1,3,3,0,0,2,1,1,1,0,0,2,1,0,1,1,0,0,5,1,3,3,3,0,joy,3,3,110031,[ On days when I feel close to my partner and other friends.  á When I feel at peace with myself and also experience a close á contact with people whom I regard greatly.],1,",,,,,,,,,"
11003,1,1,3,2,22,8,2,4,6,2,2,1,2,2,1,2,2,1,1,0,0,0,0,2,2,3,0,0,1,1,0,1,0,0,2,fear,2,2,110032,"Every time I imagine that someone I love or I could contact a á serious illness, even death.",1,",,,,,,,,"
11003,1,1,3,2,22,8,2,4,6,2,3,3,4,4,4,1,0,2,0,0,1,0,2,2,1,3,3,3,2,1,0,1,1,2,2,anger,4,4,110033,When I had been obviously unjustly treated and had no possibility á of elucidating this.,1,",,,,,,,,,"
11003,1,1,3,2,22,8,2,4,6,2,4,2,3,3,0,0,0,1,1,0,0,0,0,2,2,3,0,1,1,5,1,3,0,1,0,sadness,3,3,110034,When I think about the short time that we live and relate it to á the periods of my life when I think that I did not use this á short time.,1,",,,,,,,,,"
11003,1,1,3,2,22,8,2,4,6,2,5,2,4,4,3,0,1,2,1,0,0,0,2,2,3,3,3,0,0,1,3,3,1,2,0,disgust,4,4,110035,At a gathering I found myself involuntarily sitting next to two á people who expressed opinions that I considered very low and á discriminating.,1,",,,,,,,,,"
11003,1,1,3,2,22,8,2,4,6,2,6,1,3,2,2,1,0,2,0,0,1,0,2,2,2,3,3,0,1,5,3,1,1,3,2,shame,3,2,110036,When I realized that I was directing the feelings of discontent á with myself at my partner and this way was trying to put the blame á on him instead of sorting out my own feeliings.,1,",,,,,,,,,"
11003,1,1,3,2,22,8,2,4,6,2,7,1,1,2,0,0,0,2,1,0,0,0,0,2,0,3,0,0,1,5,2,1,1,0,0,guilt,1,2,110037,I feel guilty when when I realize that I consider material things á more important than caring for my relatives.  I feel very á self-centered.,1,",,,,,,,,,"
11004,1,1,4,1,23,8,2,6,4,2,1,1,3,3,0,0,1,1,0,1,0,0,0,1,2,1,1,0,2,4,1,3,3,3,0,joy,3,3,110041,After my girlfriend had taken her exam we went to her parent's á place.,1,",,,,,,,,,"
11004,1,1,4,1,23,8,2,6,4,2,2,4,4,4,0,0,0,0,1,0,0,0,0,3,3,3,1,1,1,3,0,2,0,0,0,fear,4,4,110042,"When, for the first time I realized the meaning of death.",1,",,,,,,,,"
11004,1,1,4,1,23,8,2,6,4,2,3,2,1,4,2,0,0,1,0,0,0,0,1,1,3,1,2,3,3,4,3,3,1,0,0,anger,1,4,110043,When a car is overtaking another and I am forced to drive off the á road.,1,",,,,,,,,,"
11004,1,1,4,1,23,8,2,6,4,2,4,1,3,2,0,1,0,0,1,0,0,0,0,2,2,3,3,0,1,5,0,1,0,0,1,sadness,3,2,110044,"When I recently thought about the hard work it takes to study, and  á how one wants to try something else.  When I read a theoretical á book in English that I did not understand.",1,",,,,,,,,"
11004,1,1,4,1,23,8,2,6,4,2,5,3,1,2,0,1,0,0,0,0,0,0,0,1,1,3,0,0,3,4,0,2,0,1,1,disgust,1,2,110045,When I found a bristle in the liver paste tube.,1,",,,,,,,,,"
11004,1,1,4,1,23,8,2,6,4,2,6,1,1,1,0,0,0,0,1,0,0,0,0,2,1,3,2,3,1,5,1,2,2,0,0,shame,1,1,110046,"When I was tired and unmotivated, I shouted at my girlfriend and á and brought up negative sides of her character which are actually á not so important.",1,",,,,,,,,"
11004,1,1,4,1,23,8,2,6,4,2,7,1,2,2,0,0,0,0,1,0,0,0,0,3,2,3,1,2,1,1,3,1,0,0,0,guilt,2,2,110047,When I think that I do not study enough.  After the weekend I á think that I should have been able to have accomplished á something during that time.,1,",,,,,,,,,"
11005,1,1,5,2,22,1,1,7,6,2,1,3,3,3,1,0,0,3,1,1,0,0,1,1,1,1,1,1,1,4,1,3,2,3,0,joy,3,3,110051,When I pass an examination which I did not think I did well.,1,",,,,,,,,,"
11005,1,1,5,2,22,1,1,7,6,2,2,3,1,2,1,0,2,1,0,0,0,0,1,1,2,3,2,2,4,3,0,2,2,0,0,fear,1,2,110052,"When one has arranged to meet someone and that person arrives á late, in the meantime one starts thinking about all that could á have gone wrong e.g a traffic accident.",1,",,,,,,,,"
11005,1,1,5,2,22,1,1,7,6,2,3,4,1,3,1,0,2,2,0,0,1,0,0,2,1,3,2,3,2,5,2,2,1,0,1,anger,1,3,110053,When one is unjustly accused of something one has not done.,1,",,,,,,,,,"
11005,1,1,5,2,22,1,1,7,6,2,4,1,2,2,0,0,0,1,1,0,0,0,0,2,2,3,1,0,0,5,1,3,2,1,0,sadness,2,2,110054,When one's studies seem hopelessly difficult and uninteresting.  ,1,",,,,,,,,,"
11005,1,1,5,2,22,1,1,7,6,2,5,4,2,2,0,0,1,0,0,0,0,0,1,2,1,3,2,2,2,3,3,2,2,0,0,disgust,2,2,110055,"When one finds out that someone you know is not at all like one á had thought, for instance friends who steal and things like that, á quite unwarranted.",1,",,,,,,,"
11005,1,1,5,2,22,1,1,7,6,2,6,3,2,2,0,1,0,0,0,0,0,0,0,2,0,3,2,2,1,2,2,2,2,1,1,shame,2,2,110056,"When one has been unjust, stupid towards someone else. ",1,",,,,,,,,"
11005,1,1,5,2,22,1,1,7,6,2,7,3,1,1,0,1,0,0,1,0,0,0,0,2,2,3,2,2,1,5,2,1,1,2,1,guilt,1,1,110057,When one has neglected or been unjust to a good friend.,1,",,,,,,,,,"
11006,1,1,6,1,23,1,2,0,0,2,1,4,2,3,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,4,1,3,0,0,0,joy,2,3,110061,Passing an exam I did not expect to pass.,1,",,,,,,,,,"
11006,1,1,6,1,23,1,2,0,0,2,2,3,1,2,1,0,0,1,0,1,0,0,0,1,0,2,1,1,4,5,0,3,3,1,0,fear,1,2,110062,When I climbed up a tree to pick apples.  The angle of the ladder á I was on did not enable me to get high enough.  This implied á that the ladder was not very stable.,1,",,,,,,,,,"
11006,1,1,6,1,23,1,2,0,0,2,3,4,3,3,0,0,0,0,0,0,0,0,1,1,1,3,2,1,2,5,0,0,1,0,0,anger,3,3,110063,Friends who torture animals.,1,",,,,,,,,,"
11006,1,1,6,1,23,1,2,0,0,2,4,4,1,2,0,0,0,0,0,0,0,0,0,2,1,3,0,3,2,5,3,0,1,0,0,sadness,1,2,110064,[ Same as in anger.],1,",,,,,,,,,"
11006,1,1,6,1,23,1,2,0,0,2,5,4,2,4,0,0,0,0,0,0,0,0,0,1,1,3,2,1,2,1,3,0,1,0,0,disgust,2,4,110065,Friends who torture animals.,1,",,,,,,,,,"
11006,1,1,6,1,23,1,2,0,0,2,6,4,1,2,0,0,0,0,0,0,0,0,0,1,1,3,2,1,2,5,0,0,1,3,0,shame,1,2,110066,[ Same as above - friends who torture animals.],1,",,,,,,,,,"
11006,1,1,6,1,23,1,2,0,0,2,7,3,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,5,1,0,0,0,0,guilt,1,2,110067,[ When excuses are necessary and I get out of doing it myself.],1,",,,,,,,,,"
11007,1,1,7,2,35,0,2,0,8,2,1,4,4,4,0,0,1,2,1,1,0,0,1,2,3,1,0,3,0,4,1,3,3,3,0,joy,4,4,110071,When I had my children.,1,",,,,,,,,,"
11007,1,1,7,2,35,0,2,0,8,2,2,1,1,4,3,0,1,2,0,0,0,0,2,1,1,3,0,0,0,5,0,2,2,0,0,fear,1,4,110072,When my 2 year old son climbed up and sat on the 7th floor á balcony with his legs hanging out.  He was holding on tightly to á the upper railing of the balcony but he could have easily lost á his balance when he sat down.,1,",,,,,,,,,"
11007,1,1,7,2,35,0,2,0,8,2,3,2,4,4,3,0,2,0,0,0,0,1,1,1,1,3,3,3,3,5,3,3,0,3,0,anger,4,4,110073,When my partner was attacked and lost three teeth.,1,",,,,,,,,,"
11007,1,1,7,2,35,0,2,0,8,2,4,1,1,2,0,1,0,0,0,0,0,0,0,2,2,3,0,0,0,1,0,2,2,0,1,sadness,1,2,110074,When I see children on T.V from areas devastated by drought and á war.,1,",,,,,,,,,"
11007,1,1,7,2,35,0,2,0,8,2,5,2,1,3,3,0,1,1,0,0,0,0,1,1,1,3,0,0,4,4,1,2,2,1,0,disgust,1,3,110075,When I nearly walked on a blindworm and then saw it crawl away.,1,",,,,,,,,,"
11007,1,1,7,2,35,0,2,0,8,2,6,4,4,4,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,5,0,0,0,0,0,shame,4,4,110076,When I saw my 18 year old son grab an oxygen mask as he had á breathing difficulties.  I had a bad conscience because I had not á stopped smoking.  Medication for the dilation of his breathing á tubes also caused a sense of guilt in me.,1,",,,,,,,,,"
11007,1,1,7,2,35,0,2,0,8,2,7,4,4,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,1,1,1,3,0,0,guilt,4,3,110077,"I experience a sense of guilt as my middle son cannot express á himself like other children, neither verbally nor in writing.",1,",,,,,,,,"
11008,1,1,8,2,34,1,2,7,7,2,1,4,3,4,2,1,1,4,1,1,1,0,1,1,3,1,1,0,4,5,1,3,3,3,2,joy,3,4,110081,When my child was born.,1,",,,,,,,,,"
11008,1,1,8,2,34,1,2,7,7,2,2,4,1,4,3,0,0,1,0,0,0,0,0,1,1,3,3,1,0,1,2,2,2,2,0,fear,1,4,110082,"It was winter/spring and the ice was melting.  I was far out on a á jetty and I poked the ice with a long branch to try and break it. á  The branch went through the ice and I fell in, the water closed á in over my head.",1,",,,,,,,,"
11008,1,1,8,2,34,1,2,7,7,2,3,2,3,2,3,0,2,2,0,0,0,1,1,1,1,2,2,2,2,2,2,1,1,3,0,anger,3,2,110083,"Unjust accusations directed at me and my way of acting, by á someone close to me.  ",1,",,,,,,,,"
11008,1,1,8,2,34,1,2,7,7,2,4,3,4,2,0,1,0,1,0,0,0,0,0,2,2,3,3,2,4,4,2,1,2,0,1,sadness,4,2,110084,Failing an examination.,1,",,,,,,,,,"
11008,1,1,8,2,34,1,2,7,7,2,5,3,1,2,2,1,2,0,1,0,0,0,0,3,1,3,3,0,0,3,3,1,0,0,1,disgust,1,2,110085,"A drunkard fell, started bleeding and wet himself.  Disgust that á turned into sadness-unpleasantness.",1,",,,,,,,,"
11008,1,1,8,2,34,1,2,7,7,2,6,3,3,2,2,0,1,2,0,0,0,0,1,2,2,3,3,2,1,5,2,1,1,3,0,shame,3,2,110086,"When, as an adult I have been caught lying or behaving badly.",1,",,,,,,,,"
11008,1,1,8,2,34,1,2,7,7,2,7,4,3,2,0,0,2,1,0,0,0,0,0,2,2,3,2,0,0,0,0,1,3,0,0,guilt,3,2,110087,"When I am in an environment or with a person much worse off than á me, I realize how privileged I am.",1,",,,,,,,,"
11009,1,1,9,2,24,1,1,7,7,2,1,1,3,3,0,0,1,1,0,1,0,0,0,1,3,1,2,1,2,4,1,2,3,1,0,joy,3,3,110091,When I saw a person I had not seen for a long time.,1,",,,,,,,,,"
11009,1,1,9,2,24,1,1,7,7,2,2,4,3,3,2,0,0,0,0,0,0,0,0,3,1,3,0,3,1,3,1,0,2,0,0,fear,3,3,110092,"When, as a child, I was nearly knocked down by a car.",1,",,,,,,,"
11009,1,1,9,2,24,1,1,7,7,2,3,3,3,4,0,1,0,0,0,0,0,0,0,1,2,3,2,1,3,1,3,2,0,3,1,anger,3,4,110093,"When I heard on the radio that the football match in Belgium had á ended in a catastrophe, and several people had died.  I could not á  understand how normal people could behave in such a way.",1,",,,,,,,,"
11009,1,1,9,2,24,1,1,7,7,2,4,2,3,3,0,0,0,1,0,0,1,0,0,1,2,3,2,1,1,1,1,1,0,0,1,sadness,3,3,110094,"When I feel lonely, perhaps because I have to study a lot and I á am shut up in my appartment.  Nothing happens in particular á because there is no time for anything else.",1,",,,,,,,,"
11009,1,1,9,2,24,1,1,7,7,2,5,1,1,2,0,0,0,1,0,0,0,0,0,1,0,3,2,1,3,1,3,0,0,1,0,disgust,1,2,110095,When one learns through the mass media all the wars and killing á going on in the world.,1,",,,,,,,,,"
11009,1,1,9,2,24,1,1,7,7,2,6,4,4,4,0,0,2,0,0,0,0,0,0,3,2,3,3,3,2,2,3,1,1,1,0,shame,4,4,110096,"I lied, to be precise I cancelled a meeting with a good friend.",1,",,,,,,,,"
11009,1,1,9,2,24,1,1,7,7,2,7,2,3,3,0,0,2,0,0,0,0,0,0,3,1,3,2,1,1,2,2,1,2,0,0,guilt,3,3,110097,When one lets friends down,1,",,,,,,,,,"
11010,1,1,10,1,24,0,2,6,6,2,1,2,4,3,1,0,0,1,0,1,0,0,0,1,2,1,1,1,1,4,1,3,2,3,0,joy,4,3,110101,When I was accepted for a course on finance and accounting.,1,",,,,,,,,,"
11010,1,1,10,1,24,0,2,6,6,2,2,4,3,3,2,0,2,1,0,0,0,0,0,2,2,3,0,0,4,5,1,2,2,1,0,fear,3,3,110102,"A bus drove over my right leg.  The event itself was not very á frightening but when I had to wait in the emergency ward for á three hours and then my leg began to swell, I was frightened.",1,",,,,,,,,"
11010,1,1,10,1,24,0,2,6,6,2,3,3,4,3,2,0,0,1,1,0,0,0,0,2,2,3,3,1,3,5,1,1,1,1,0,anger,4,3,110103,"At my Summer job, nobody looked after me in particular and I had á to learn all on my own.",1,",,,,,,,,"
11010,1,1,10,1,24,0,2,6,6,2,4,3,4,3,0,1,0,0,0,0,0,0,0,2,2,3,3,2,1,5,0,1,1,2,1,sadness,4,3,110104,When I was not accepted as a student in finance and accounting.,1,",,,,,,,,,"
11010,1,1,10,1,24,0,2,6,6,2,5,3,1,3,1,0,0,0,0,0,0,0,0,1,2,3,1,0,3,5,0,2,2,1,0,disgust,1,3,110105,When I had just moved into my new appartment I found a ventilator á in the kitchen.  I was going to clean it when I found that the á drum was full of mud and slime.  I felt disgusted.,1,",,,,,,,,,"
11010,1,1,10,1,24,0,2,6,6,2,6,2,2,2,0,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,2,1,1,0,0,shame,2,2,110106,My elder brother and I have not always had a good relationship á and I feel ashamed of myself as I do not call him to talk to him á nowadays.,1,",,,,,,,,,"
11010,1,1,10,1,24,0,2,6,6,2,7,3,4,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,1,2,2,2,1,0,0,guilt,4,1,110107,At my Summer job a new caretaker had been employed who was my age á  but I preferred going out for lunch with the accounts personnel á rather than with him.,1,",,,,,,,,,"
11011,1,1,11,1,25,1,2,7,6,2,1,3,3,2,0,0,0,0,1,0,0,0,0,2,2,1,1,2,1,3,1,3,2,0,0,joy,3,2,110111,Passed an exam by 2 points.,1,",,,,,,,,,"
11011,1,1,11,1,25,1,2,7,6,2,2,4,1,2,3,1,0,0,0,0,0,0,0,3,2,2,0,3,4,3,1,2,2,0,1,fear,1,2,110112,"In a cottage in a large forest, I was alone for a while in the á dark.",1,",,,,,,,,"
11011,1,1,11,1,25,1,2,7,6,2,3,3,3,2,3,0,0,1,0,0,0,0,1,1,2,0,0,1,3,4,2,3,0,2,0,anger,3,2,110113,When I spoke to Jan-Erik Wikstr÷m on the telephone. ,1,",,,,,,,,,"
11011,1,1,11,1,25,1,2,7,6,2,4,2,4,2,0,2,0,0,0,0,0,0,0,3,2,1,0,1,2,4,2,0,0,0,2,sadness,4,2,110114,Railway station good-bye.,1,",,,,,,,,,"
11011,1,1,11,1,25,1,2,7,6,2,5,4,1,3,1,1,0,0,0,0,0,0,0,2,1,3,0,0,4,3,0,2,2,2,1,disgust,1,3,110115,I saw a cripple in rags with small children in Italy.  He was á probably an imposter.,1,",,,,,,,,,"
11011,1,1,11,1,25,1,2,7,6,2,6,4,4,3,0,0,2,1,0,0,0,0,0,1,1,3,0,1,1,5,2,1,2,2,0,shame,4,3,110116,I told a friend that I was going to a party and he would not á enjoy himself if he came along.  He understood  that he would not á have fitted in and there was something in that.,1,",,,,,,,,,"
11011,1,1,11,1,25,1,2,7,6,2,7,2,4,4,1,2,0,1,0,0,0,0,1,3,2,1,3,0,0,0,3,1,0,1,2,guilt,4,4,110117,I was the reason behind the break-up of my friend's relationship á with his girlfriend.  She finished with him.,1,",,,,,,,,,"
11012,1,1,12,1,23,1,2,7,6,2,1,1,3,3,0,0,1,1,0,1,0,0,0,1,1,1,1,0,4,4,3,0,0,0,0,joy,3,3,110121,I passed an exam that I was absolutely certain that I had failed.,1,",,,,,,,,,"
11012,1,1,12,1,23,1,2,7,6,2,2,3,2,4,1,0,1,1,0,0,0,0,0,1,2,3,0,1,4,5,1,3,3,1,0,fear,2,4,110122,"On the way back from Denmark with a friend on a small yatch, á there was a storm and my friend was blown overboard;  I was very á scared till I managed to get him back onboard.",1,",,,,,,,,"
11012,1,1,12,1,23,1,2,7,6,2,3,1,2,3,2,0,0,1,0,0,0,0,0,1,1,2,0,0,1,4,1,2,2,2,0,anger,2,3,110123,I locked myself out.,1,",,,,,,,,,"
11012,1,1,12,1,23,1,2,7,6,2,4,1,3,3,0,0,0,1,0,0,0,0,0,1,1,2,3,1,1,1,1,2,0,0,0,sadness,3,3,110124,I missed the last tram home and had to walk in the pouring rain.,1,",,,,,,,,,"
11012,1,1,12,1,23,1,2,7,6,2,5,3,4,4,1,0,1,1,0,0,0,1,0,1,1,3,0,0,2,1,3,2,1,3,0,disgust,4,4,110125,I found some worms in the food and I had obviously eaten some.,1,",,,,,,,,,"
11012,1,1,12,1,23,1,2,7,6,2,6,4,4,3,0,0,0,0,1,0,0,0,0,3,1,3,0,1,2,3,3,2,2,0,0,shame,4,3,110126,"My friend was so intoxicated that the police came and took him á away, and they later contacted his parents.",1,",,,,,,,,"
11012,1,1,12,1,23,1,2,7,6,2,7,1,1,2,0,0,1,0,0,0,0,0,0,1,3,0,0,0,2,4,2,2,2,0,0,guilt,1,2,110127,I hapened to overhear something which I was not meant to hear.,1,",,,,,,,,,"
11013,1,1,13,2,22,1,2,7,4,2,1,4,3,4,1,0,0,1,0,1,0,0,0,1,1,1,0,0,4,4,0,0,0,3,0,joy,3,4,110131,When I won a trip to Greece in a competition.,1,",,,,,,,,,"
11013,1,1,13,2,22,1,2,7,4,2,2,3,1,3,1,1,0,0,1,0,0,0,0,1,2,3,0,0,3,2,0,0,1,0,1,fear,1,3,110132,When I am out in the dark and a suspicious looking character á comes towards me.,1,",,,,,,,,,"
11013,1,1,13,2,22,1,2,7,4,2,3,1,1,3,1,0,0,3,0,0,0,0,0,1,1,3,0,3,3,4,3,2,1,1,0,anger,1,3,110133,"At work, when an elderly man complained unjustifiably about me and á distrusted me.",1,",,,,,,,,"
11013,1,1,13,2,22,1,2,7,4,2,4,1,2,3,0,0,0,1,0,0,1,0,1,1,2,3,2,2,0,5,1,2,2,3,1,sadness,2,3,110134,When I had not understood anything after a lecture.,1,",,,,,,,,,"
11013,1,1,13,2,22,1,2,7,4,2,5,2,1,2,0,1,0,1,1,0,0,0,2,0,0,0,3,3,2,4,0,0,0,0,1,disgust,1,2,110135,When an alcoholic stood dribbling over a food counter.,1,",,,,,,,,,"
11013,1,1,13,2,22,1,2,7,4,2,6,2,1,1,0,0,2,1,0,1,0,0,0,1,3,0,1,0,1,5,1,2,2,0,0,shame,1,1,110136,When my friend and I were discussing the good looks of a guy we á realized that he had been listening.,1,",,,,,,,,,"
11013,1,1,13,2,22,1,2,7,4,2,7,1,3,2,0,0,0,0,0,0,0,0,0,3,2,3,0,1,1,2,2,2,0,0,0,guilt,3,2,110137,When I complained about a colleague to the manager and he told á her that someone had complained; this colleague came to me á believing that I liked her.,1,",,,,,,,,,"
11014,1,1,14,1,23,0,0,7,4,2,1,2,3,3,0,0,1,1,1,1,0,0,0,1,3,1,1,1,2,4,1,3,3,0,0,joy,3,3,110141,At a friend's birthday party with some of my closest friends.  It á was all very pleasant and one could say that I was happy to have á such good friends.,1,",,,,,,,,,"
11014,1,1,14,1,23,0,0,7,4,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,2,3,0,3,1,5,0,2,0,0,0,fear,1,2,110142,On the way home one Friday night in the heavy rain the car á acquaplanned.  I lost contact with the road surface for a few á seconds.,1,",,,,,,,,,"
11014,1,1,14,1,23,0,0,7,4,2,3,1,1,2,1,0,0,1,0,0,0,0,1,2,2,3,3,2,2,2,2,2,1,0,0,anger,1,2,110143,Mad at my dad.,1,",,,,,,,,,"
11014,1,1,14,1,23,0,0,7,4,2,4,3,3,3,0,0,0,1,0,0,1,0,0,3,2,3,3,3,0,1,1,1,1,0,1,sadness,3,3,110144,A case of unrequited love.,1,",,,,,,,,,"
11014,1,1,14,1,23,0,0,7,4,2,5,2,1,3,0,1,0,0,1,0,0,0,0,3,1,3,2,3,3,2,1,2,1,0,1,disgust,1,3,110145,A bad smelling cucumber.,1,",,,,,,,,,"
11014,1,1,14,1,23,0,0,7,4,2,6,2,1,3,0,0,2,1,0,0,0,0,0,1,3,3,3,1,2,4,2,2,3,3,0,shame,1,3,110146,Nearly caught masturbating.,1,",,,,,,,,,"
11014,1,1,14,1,23,0,0,7,4,2,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,3,0,1,1,0,guilt,1,1,110147,I do not help out enough at home.,1,",,,,,,,,,"
11015,1,1,15,1,26,0,2,7,6,2,1,3,3,3,1,0,0,2,0,1,0,0,1,2,1,1,1,1,1,4,2,2,0,0,0,joy,3,3,110151,I felt very happy when I won the football pools.,1,",,,,,,,,,"
11015,1,1,15,1,26,0,2,7,6,2,2,2,2,3,1,1,0,0,1,0,0,0,0,2,1,3,2,3,4,4,1,2,2,2,1,fear,2,3,110152,When I flew from Athens to Copenhagen after a holiday.  The plane á was caught in a storm and it began to shake and I thouhght that á we were going to crash.,1,",,,,,,,,,"
11015,1,1,15,1,26,0,2,7,6,2,3,3,3,3,0,0,2,0,0,0,0,0,0,0,0,1,1,1,2,2,0,3,2,1,0,anger,3,3,110153,When someone stole my bike.,1,",,,,,,,,,"
41061,1,4,61,2,20,1,2,5,5,1,3,1,2,3,3,0,0,3,0,0,0,0,2,1,1,3,3,3,2,4,2,1,2,3,0,anger,2,3,410613,"[ I sometimes quarrel with my mother because she blames me, á though I have not in any way been connected to some events.]",1,",,,,,,,,"
41061,1,4,61,2,20,1,2,5,5,1,4,4,4,4,1,0,1,1,1,0,1,0,0,1,1,3,3,1,1,3,1,2,2,0,1,sadness,4,4,410614,"After hearing about the death of my grandfather.  First I could á not believe it, but later I wept and felt the situation was á hopeless.  I felt lonely and wanted to be consolated.",1,",,,,,,,,"
41061,1,4,61,2,20,1,2,5,5,1,5,1,1,1,2,0,0,2,0,0,0,0,2,1,1,2,3,2,2,5,1,1,2,3,0,disgust,1,1,410615,"In the evening, while I was watching TV, my little brother came á in and started eating food he had brought from the kitchen while á I was trying to concentrate on the program.",1,",,,,,,,"
41061,1,4,61,2,20,1,2,5,5,1,6,2,4,2,0,0,0,1,0,0,0,0,1,1,1,3,2,1,2,5,3,2,1,3,0,shame,4,2,410616,My little brother was arrested by the police at the railway station after á he had drunk some beer.,1,",,,,,,,,,"
41061,1,4,61,2,20,1,2,5,5,1,7,1,3,3,3,1,2,2,1,1,0,0,3,2,2,2,2,1,3,4,1,3,3,3,1,guilt,3,3,410617,"At my temporary job, I have to restrict  others' actions and make á them obey me, and this very often gives me  a feeling of guilt.  I á wish there could be some other way of acting.",1,",,,,,,,"
